"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","DATASOURCE (CODE)","DATASOURCE (DISPLAY)","DATASOURCE (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","RESIDENCEAREATYPE (CODE)","RESIDENCEAREATYPE (DISPLAY)","RESIDENCEAREATYPE (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPGEO2002","source","","PUBLISHED","Published","","2002","2002","","EUR","Europe","","GEO","Georgia","","URB","Urban","","5.02","5.02000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPGEO2003","source","","PUBLISHED","Published","","2003","2003","","EUR","Europe","","GEO","Georgia","","RUR","Rural","","4.98","4.98000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPGEO2004","source","","PUBLISHED","Published","","2004","2004","","EUR","Europe","","GEO","Georgia","","TOTL","Total","","4.85","4.85000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPGEO2004","source","","PUBLISHED","Published","","2004","2004","","EUR","Europe","","GEO","Georgia","","URB","Urban","","4.93","4.93000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPGEO2005","source","","PUBLISHED","Published","","2005","2005","","EUR","Europe","","GEO","Georgia","","URB","Urban","","18.15","18.15000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPGEO2005","source","","PUBLISHED","Published","","2005","2005","","EUR","Europe","","GEO","Georgia","","RUR","Rural","","6.25","6.25000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPGEO2006","source","","PUBLISHED","Published","","2006","2006","","EUR","Europe","","GEO","Georgia","","RUR","Rural","","18.67","18.67000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPGEO2006","source","","PUBLISHED","Published","","2006","2006","","EUR","Europe","","GEO","Georgia","","TOTL","Total","","6.53","6.53000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPGEO2007","source","","PUBLISHED","Published","","2007","2007","","EUR","Europe","","GEO","Georgia","","TOTL","Total","","20.35","20.35000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPGEO2007","source","","PUBLISHED","Published","","2007","2007","","EUR","Europe","","GEO","Georgia","","URB","Urban","","18.68","18.68000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPGEO2008","source","","PUBLISHED","Published","","2008","2008","","EUR","Europe","","GEO","Georgia","","RUR","Rural","","23.98","23.98000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPGEO2009","source","","PUBLISHED","Published","","2009","2009","","EUR","Europe","","GEO","Georgia","","TOTL","Total","","29.03","29.03000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPGEO2011","source","","PUBLISHED","Published","","2011","2011","","EUR","Europe","","GEO","Georgia","","URB","Urban","","8.80","8.80000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPGEO2012","source","","PUBLISHED","Published","","2012","2012","","EUR","Europe","","GEO","Georgia","","RUR","Rural","","10.13","10.13000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPGEO2013","source","","PUBLISHED","Published","","2013","2013","","EUR","Europe","","GEO","Georgia","","TOTL","Total","","8.98","8.98000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPGEO2013","source","","PUBLISHED","Published","","2013","2013","","EUR","Europe","","GEO","Georgia","","URB","Urban","","7.61","7.61000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPGHA1991","source","","PUBLISHED","Published","","1991","1991","","AFR","Africa","","GHA","Ghana","","URB","Urban","","4.09","4.09000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPGHA1991","source","","PUBLISHED","Published","","1991","1991","","AFR","Africa","","GHA","Ghana","","RUR","Rural","","0.66","0.66000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPGHA1998","source","","PUBLISHED","Published","","1998","1998","","AFR","Africa","","GHA","Ghana","","RUR","Rural","","6.08","6.08000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPGHA1998","source","","PUBLISHED","Published","","1998","1998","","AFR","Africa","","GHA","Ghana","","TOTL","Total","","0.82","0.82000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPGHA2005","source","","PUBLISHED","Published","","2005","2005","","AFR","Africa","","GHA","Ghana","","TOTL","Total","","3.11","3.11000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPGHA2005","source","","PUBLISHED","Published","","2005","2005","","AFR","Africa","","GHA","Ghana","","URB","Urban","","3.32","3.32000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPGHA2012","source","","PUBLISHED","Published","","2012","2012","","AFR","Africa","","GHA","Ghana","","RUR","Rural","","1.21","1.21000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPGHA2012","source","","PUBLISHED","Published","","2012","2012","","AFR","Africa","","GHA","Ghana","","TOTL","Total","","0.09","0.09000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPGIN2002","source","","PUBLISHED","Published","","2002","2002","","AFR","Africa","","GIN","Guinea","","TOTL","Total","","9.67","9.67000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPGIN2002","source","","PUBLISHED","Published","","2002","2002","","AFR","Africa","","GIN","Guinea","","URB","Urban","","9.58","9.58000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPGIN2007","source","","PUBLISHED","Published","","2007","2007","","AFR","Africa","","GIN","Guinea","","RUR","Rural","","4.36","4.36000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPGIN2012","source","","PUBLISHED","Published","","2012","2012","","AFR","Africa","","GIN","Guinea","","TOTL","Total","","6.97","6.97000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPGMB2010","source","","PUBLISHED","Published","","2010","2010","","AFR","Africa","","GMB","Gambia","","URB","Urban","","0.05","0.05000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPGMB2015","source","","PUBLISHED","Published","","2015","2015","","AFR","Africa","","GMB","Gambia","","RUR","Rural","","0.24","0.24000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPGRC1998","source","","PUBLISHED","Published","","1998","1998","","EUR","Europe","","GRC","Greece","","TOTL","Total","","3.92","3.92000","","","","",""
"FINPROTECTION_CATA_TOT_10_POP","Population with household expenditures on health greater than 10% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4844","FPGRC2010","source","","PUBLISHED","Published","","2010","2010","","EUR","Europe","","GRC","Greece","","TOTL","Total","","14.64","14.64000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPGTM2000","source","","PUBLISHED","Published","","2000","2000","","AMR","Americas","","GTM","Guatemala","","URB","Urban","","0.59","0.59000","","","","",""
"FINPROTECTION_CATA_TOT_25_POP","Population with household expenditures on health greater than 25% of total household expenditure or income (SDG indicator 3.8.2) (%)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4845","FPGTM2011","source","","PUBLISHED","Published","","2011","2011","","AMR","Americas","","GTM","Guatemala","","RUR","Rural","","2.43","2.43000","","","","",""
